,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
2639,White,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,30.0
2640,White,D Felony,Public Order,Traffic,Parole,6JD,No,Yes,Male,30.0
2641,Black,B Felony,Violent,Other Violent,Parole,1JD,Yes,Yes,Male,50.0
2642,Black,D Felony,Drug,Other Drug,Parole,2JD,No,Yes,Male,30.0
2643,White,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,40.0
2644,Black,Felony - Enhanced,Public Order,Weapons,Parole,3JD,Yes,Yes,Male,40.0
2645,Hispanic,D Felony,Property,Burglary,Parole,5JD,No,Yes,Male,20.0
2646,White,Aggravated Misdemeanor,Public Order,Alcohol,Parole,5JD,No,Yes,Male,70.0
2647,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male,30.0
2648,White,D Felony,Public Order,Sex Offender Registry/Residency,Parole,7JD,Yes,Yes,Male,40.0
2649,Black,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,40.0
2650,White,D Felony,Property,Vandalism,Parole,8JD,Yes,Yes,Male,30.0
2651,White,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male,20.0
2652,White,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male,20.0
2653,American Native,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
2654,Black,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
2655,Black,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
2656,Black,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
2657,Black,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
2658,Black,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
2659,Black,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,40.0
2660,White,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
2661,White,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
2662,White,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
2663,White,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
2664,Black,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male,50.0
2665,White,D Felony,Drug,Trafficking,Parole,2JD,No,Yes,Female,20.0
2666,Black,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
2667,White,D Felony,Drug,Other Drug,Parole,5JD,Yes,Yes,Male,40.0
2668,White,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male,30.0
2669,Black,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male,50.0
2670,Black,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Female,40.0
2671,Black,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Female,40.0
2672,Black,D Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male,30.0
2673,White,D Felony,Violent,Assault,Parole,3JD,Yes,Yes,Male,30.0
2674,White,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,30.0
2675,White,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,30.0
2676,White,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,30.0
2677,Black,C Felony,Violent,Robbery,Parole,1JD,Yes,Yes,Male,30.0
2678,White,D Felony,Violent,Murder/Manslaughter,Parole,1JD,No,Yes,Male,50.0
2679,White,Felony - Enhanced,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,50.0
2680,White,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,20.0
2681,White,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,No,Male,70.0
2682,White,C Felony,Property,Arson,Parole,1JD,No,Yes,Male,50.0
2683,Black,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Male,30.0
2684,Black,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Male,30.0
2685,Black,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Male,30.0
2686,White,D Felony,Violent,Assault,Parole,2JD,No,Yes,Male,20.0
2687,White,D Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,20.0
2688,White,D Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,20.0
2689,White,D Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,20.0
2690,Hispanic,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,No,No,Male,30.0
2691,White,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,20.0
2692,White,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male,20.0
2693,White,D Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male,20.0
2694,Black,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,Yes,No,Male,30.0
2695,Black,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Female,50.0
2696,White,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,40.0
2697,Black,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,20.0
2698,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2699,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2700,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2701,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2702,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2703,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2704,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
2705,Black,D Felony,Other,Other Violent,Parole,1JD,No,Yes,Male,40.0
2706,White,B Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,40.0
2707,Black,Felony - Enhanced,Public Order,OWI,Discharged – End of Sentence,,No,No,Male,40.0
2708,Black,C Felony,Violent,Assault,Parole,5JD,No,Yes,Female,30.0
2709,White,D Felony,Public Order,Traffic,Parole,1JD,No,Yes,Male,50.0
2710,White,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
2711,White,C Felony,Violent,Robbery,Parole,1JD,No,Yes,Female,30.0
2712,Black,D Felony,Violent,Assault,Parole,7JD,No,Yes,Male,40.0
2713,Black,D Felony,Violent,Assault,Parole,7JD,No,Yes,Male,40.0
2714,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,30.0
2715,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,30.0
2716,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,30.0
2717,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,30.0
2718,White,D Felony,Property,Theft,Parole,6JD,Yes,Yes,Male,30.0
2719,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
2720,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
2721,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
2722,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
2723,Black,Felony - Enhanced,Property,Theft,Parole,5JD,No,Yes,Male,40.0
2724,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male,30.0
2725,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male,30.0
2726,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male,30.0
2727,Black,C Felony,Violent,Other Violent,Parole,5JD,No,Yes,Female,40.0
2728,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,50.0
2729,White,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,20.0
2730,Hispanic,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,30.0
2731,Hispanic,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,30.0
2732,Black,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,30.0
2733,Black,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,30.0
2734,White,Felony - Enhanced,Drug,Trafficking,Parole,8JD,Yes,Yes,Male,50.0
2735,White,C Felony,Property,Theft,Parole,7JD,No,Yes,Female,30.0
2736,White,C Felony,Property,Theft,Parole,7JD,No,Yes,Female,30.0
2737,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male,50.0
2738,Hispanic,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,50.0
2739,Hispanic,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,50.0
2740,White,C Felony,Violent,Robbery,Parole,5JD,No,Yes,Male,50.0
2741,Black,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male,20.0
2742,White,Felony - Enhanced,Drug,Drug Possession,Parole,8JD,Yes,Yes,Female,40.0
2743,White,D Felony,Property,Vandalism,Parole,1JD,No,Yes,Male,30.0
2744,White,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
2745,White,D Felony,Property,Vandalism,Parole,8JD,Yes,Yes,Male,20.0
2746,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,40.0
2747,White,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male,50.0
2748,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2749,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2750,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2751,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2752,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2753,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2754,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2755,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2756,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2757,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2758,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2759,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2760,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2761,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2762,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2763,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2764,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
2765,Black,C Felony,Property,Theft,Parole,1JD,Yes,Yes,Male,30.0
2766,White,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,40.0
2767,White,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,No,Male,50.0
2768,Black,D Felony,Public Order,Sex Offender Registry/Residency,Parole,7JD,Yes,Yes,Male,50.0
2769,White,C Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Male,30.0
2770,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,40.0
2771,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,40.0
2772,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male,40.0
2773,Black,D Felony,Drug,Drug Possession,Parole,6JD,Yes,Yes,Male,40.0
2774,White,B Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female,40.0
2775,White,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male,30.0
2776,White,Aggravated Misdemeanor,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
2777,Black,B Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male,70.0
2778,White,C Felony,Violent,Other Violent,Parole,3JD,Yes,Yes,Male,30.0
2779,Black,Aggravated Misdemeanor,Public Order,Traffic,Parole,1JD,No,Yes,Male,40.0
2780,White,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male,30.0
2781,Black,C Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
2782,White,D Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male,20.0
2783,White,D Felony,Violent,Assault,Parole,6JD,Yes,Yes,Male,50.0
2784,White,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,30.0
2785,White,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,Yes,No,Male,40.0
2786,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,Yes,Yes,Female,30.0
2787,Black,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male,70.0
2788,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
2789,White,C Felony,Violent,Assault,Parole,5JD,Yes,Yes,Male,30.0
2790,White,Felony - Enhanced,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,30.0
2791,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,40.0
2792,White,Felony - Enhanced,Drug,Trafficking,Parole,6JD,No,Yes,Male,40.0
2793,Black,D Felony,Drug,Drug Possession,Parole,1JD,Yes,Yes,Male,30.0
2794,White,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,No,Male,40.0
2795,White,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,No,Male,40.0
2796,White,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,No,Male,40.0
2797,White,D Felony,Drug,Other Drug,Parole,6JD,Yes,Yes,Male,30.0
2798,White,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,40.0
2799,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,50.0
2800,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,50.0
2801,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,50.0
2802,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,50.0
2803,White,C Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male,20.0
2804,White,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,30.0
2805,Hispanic,C Felony,Property,Burglary,Parole,2JD,No,Yes,Male,30.0
2806,Black,D Felony,Violent,Sex,Special Sentence,6JD,Yes,Yes,Male,20.0
2807,White,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
2808,White,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male,30.0
2809,White,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,40.0
2810,White,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,50.0
2811,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2812,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2813,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2814,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2815,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2816,White,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male,20.0
2817,White,C Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male,20.0
2818,Black,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,50.0
2819,Hispanic,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male,20.0
2820,White,D Felony,Property,Burglary,Parole,6JD,Yes,Yes,Male,50.0
2821,Black,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male,40.0
2822,Black,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male,40.0
2823,White,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,4JD,Yes,Yes,Male,30.0
2824,White,D Felony,Property,Theft,Parole,2JD,No,Yes,Male,50.0
2825,White,D Felony,Property,Theft,Parole,4JD,Yes,Yes,Male,20.0
2826,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
2827,White,D Felony,Public Order,Weapons,Discharged – End of Sentence,,Yes,No,Male,30.0
2828,White,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,No,No,Female,30.0
2829,Black,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
2830,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
2831,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
2832,Black,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
2833,Black,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
2834,Black,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
2835,Black,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
2836,White,D Felony,Drug,Drug Possession,Parole,3JD,No,Yes,Male,50.0
2837,White,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,40.0
2838,Black,B Felony,Violent,Robbery,Parole,8JD,No,Yes,Male,30.0
2839,White,D Felony,Property,Forgery/Fraud,Parole,6JD,No,Yes,Male,70.0
2840,White,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Male,40.0
2841,White,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,Yes,No,Male,70.0
2842,White,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Male,40.0
2843,Black,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male,50.0
2844,White,D Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male,50.0
2845,White,Felony - Enhanced,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,40.0
2846,Hispanic,B Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,30.0
2847,White,Serious Misdemeanor,Violent,Assault,Special Sentence,4JD,Yes,Yes,Male,20.0
2848,White,C Felony,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male,30.0
2849,Black,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male,40.0
2850,Black,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male,40.0
2851,White,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,Yes,Yes,Male,40.0
2852,White,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,No,Yes,Male,70.0
2853,Black,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Discharged – End of Sentence,,No,No,Female,30.0
2854,White,Felony - Enhanced,Drug,Other Drug,Parole,3JD,Yes,Yes,Male,30.0
2855,White,D Felony,Drug,Drug Possession,Parole,3JD,No,Yes,Female,40.0
2856,White,D Felony,Public Order,Traffic,Parole,5JD,Yes,Yes,Male,50.0
2857,White,D Felony,Violent,Murder/Manslaughter,Parole,5JD,Yes,Yes,Male,50.0
2858,White,Felony - Enhanced,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
2859,Black,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male,40.0
2860,White,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
2861,Hispanic,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,20.0
2862,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2863,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2864,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2865,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female,40.0
2866,White,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,8JD,Yes,Yes,Male,20.0
2867,Asian or Pacific Islander,D Felony,Drug,Other Drug,Discharged – End of Sentence,,Yes,No,Female,20.0
2868,Black,D Felony,Property,Theft,Parole,6JD,No,Yes,Female,30.0
2869,White,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,20.0
2870,White,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male,30.0
2871,White,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male,30.0
2872,White,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male,30.0
2873,White,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male,30.0
2874,White,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male,30.0
2875,White,C Felony,Property,Theft,Parole,7JD,Yes,Yes,Female,30.0
2876,Black,Aggravated Misdemeanor,Property,Theft,Parole,1JD,Yes,Yes,Male,70.0
2877,White,Felony - Enhanced,Property,Forgery/Fraud,Parole,3JD,Yes,Yes,Female,30.0
2878,Black,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Female,30.0
2879,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,40.0
2880,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,40.0
2881,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,40.0
2882,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,40.0
2883,White,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,No,Female,20.0
2884,White,B Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,50.0
2885,White,B Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,50.0
2886,White,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Female,30.0
2887,Black,Aggravated Misdemeanor,Other,Other Criminal,Parole,2JD,No,Yes,Male,50.0
2888,Hispanic,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Male,40.0
2889,Black,C Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Male,30.0
2890,White,Felony - Enhanced,Drug,Trafficking,Parole,3JD,No,Yes,Male,50.0
